ordinal{string},comment{string},originator{string},norad_cat_id{string},object_name{string},object_type{string},classification_type{string},intldes{string},epoch{timestamp},epoch_microseconds{integer},mean_motion{decimal},eccentricity{decimal},inclination{decimal},ra_of_asc_node{decimal},arg_of_pericenter{decimal},mean_anomaly{decimal},ephemeris_type{string},element_set_no{string},rev_at_epoch{integer},bstar{decimal},mean_motion_dot{decimal},mean_motion_ddot{string},file{string},tle_line0{string},tle_line1{string},tle_line2{string},object_id{string},object_number{string},semimajor_axis{decimal},period{decimal},apogee{decimal},perigee{decimal}
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,37816,EUTE 7 WEST A (AB 7),PAYLOAD,U,11051A,2019-02-21T20:54:05Z,180256,1.00271723999999995,0.000282799999999999989,0.0762000000000000038,47.6631,171.966499999999996,238.06280000000001,0,999,2710,0,-8.29999999999999994e-07,0,2414564,0 EUTE 7 WEST A (AB 7),1 37816U 11051A   19052.87089329 -.00000083 +00000-0 +00000-0 0  9998,2 37816 000.0762 047.6631 0002828 171.9665 238.0628 01.00271724027107,2011-051A,37816,42164.7490000000034,1436.09699999999998,35798.5380000000005,35774.6889999999985
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,29273,SYRACUSE 3B,PAYLOAD,U,06033B,2019-02-21T20:54:35Z,328672,1.00271697000000004,0.000433400000000000018,0.0154999999999999999,119.199399999999997,226.531700000000001,114.162599999999998,0,999,4591,0,-6.70000000000000044e-07,0,2414564,0 SYRACUSE 3B,1 29273U 06033B   19052.87124223 -.00000067 +00000-0 +00000-0 0  9995,2 29273 000.0155 119.1994 0004334 226.5317 114.1626 01.00271697045913,2006-033B,29273,42164.7560000000012,1436.09799999999996,35804.8949999999968,35768.3470000000016
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,27460,EUTE 5 WEST A (STELLAT5),PAYLOAD,U,02035A,2019-02-21T20:54:42Z,866208,1.00270868999999996,0.000586599999999999947,0.0389999999999999999,16.1960000000000015,321.480500000000006,122.445499999999996,0,999,6083,0,-6.50000000000000024e-07,0,2414564,0 EUTE 5 WEST A (STELLAT5),1 27460U 02035A   19052.87132947 -.00000065 +00000-0 +00000-0 0  9999,2 27460 000.0390 016.1960 0005866 321.4805 122.4455 01.00270869060837,2002-035A,27460,42164.9879999999976,1436.1099999999999,35811.5869999999995,35762.1189999999988
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,32794,AMOS 3,PAYLOAD,U,08022A,2019-02-21T20:54:57Z,941280,1.00272238999999996,0.000129500000000000004,0.0181000000000000015,196.451799999999992,159.9726,104.6494,0,999,5557,0,-5.79999999999999953e-07,0,2414564,0 AMOS 3,1 32794U 08022A   19052.87150395 -.00000058 +00000-0 +00000-0 0  9996,2 32794 000.0181 196.4518 0001295 159.9726 104.6494 01.00272239055573,2008-022A,32794,42164.6039999999994,1436.08999999999992,35791.9300000000003,35781.0089999999982
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,20608,MACSAT 2 (M 2),PAYLOAD,U,90043B,2019-02-21T20:54:59Z,245920,14.7526669699999999,0.00881539999999999928,89.758499999999998,333.949299999999994,331.288099999999986,28.3501000000000012,0,999,54399,2.0950000000000001e-05,1.68000000000000001e-06,0,2414564,0 MACSAT 2 (M 2),1 20608U 90043B   19052.87151905 +.00000168 +00000-0 +20950-4 0  9990,2 20608 089.7585 333.9493 0088154 331.2881 028.3501 14.75266697543998,1990-043B,20608,7022.4409999999998,97.6089999999999947,706.211999999999989,582.400999999999954
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,36033,THOR 6,PAYLOAD,U,09058B,2019-02-21T20:55:50Z,700576,1.00271233000000004,0.000226600000000000006,0.0137999999999999998,178.025299999999987,178.539099999999991,108.003699999999995,0,999,3422,0,-3.30000000000000017e-07,0,2414564,0 THOR 6,1 36033U 09058B   19052.87211459 -.00000033 +00000-0 +00000-0 0  9998,2 36033 000.0138 178.0253 0002266 178.5391 108.0037 01.00271233034224,2009-058B,36033,42164.8859999999986,1436.10400000000004,35796.3059999999969,35777.1970000000001
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,25478,ORBCOMM FM 24,PAYLOAD,U,98053D,2019-02-21T20:55:54Z,493536,14.32769373,0.000257500000000000025,45.011099999999999,338.081200000000024,308.789199999999994,51.2723999999999975,0,999,6623,7.62720000000000043e-05,6.89999999999999958e-07,0,2414564,0 ORBCOMM FM 24,1 25478U 98053D   19052.87215849 +.00000069 +00000-0 +76272-4 0  9995,2 25478 045.0111 338.0812 0002575 308.7892 051.2724 14.32769373066234,1998-053D,25478,7160.625,100.504000000000005,784.333999999999946,780.645999999999958
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,42866,FLOCK 2K 39,PAYLOAD,U,17042AT,2019-02-21T20:55:57Z,207360,15.3831016199999997,0.000842900000000000051,96.9558999999999997,301.694900000000018,292.941199999999981,67.0944999999999965,0,999,9000,0.00012284000000000001,4.56599999999999999e-05,0,2414564,0 FLOCK 2K 39,1 42866U 17042AT  19052.87218990 +.00004566 +00000-0 +12284-3 0  9992,2 42866 096.9559 301.6949 0008429 292.9412 067.0945 15.38310162090005,2017-042AT,42866,6829.24300000000039,93.6089999999999947,456.863999999999976,445.350999999999999
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,26720,BSAT-2A,PAYLOAD,U,01011B,2019-02-21T20:56:13Z,312320,0.991805229999999982,0.000556799999999999982,5.16579999999999995,65.6452000000000027,226.458200000000005,173.744799999999998,0,999,6547,0,-1.85000000000000008e-06,0,2414564,0 BSAT-2A,1 26720U 01011B   19052.87237630 -.00000185 +00000-0 +00000-0 0  9998,2 26720 005.1658 065.6452 0005568 226.4582 173.7448 00.99180523065478,2001-011B,26720,42473.4530000000013,1451.89699999999993,36118.9680000000008,36071.6690000000017
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,10587,COSMOS 980,PAYLOAD,U,78005E,2019-02-21T20:56:32Z,633088,12.4890505899999997,0.000725900000000000026,74.033299999999997,321.701700000000017,93.7091000000000065,330.475500000000011,0,999,86911,0.000143349999999999988,5.99999999999999946e-08,0,2414564,0 COSMOS 980,1 10587U 78005E   19052.87259992 +.00000006 +00000-0 +14335-3 0  9994,2 10587 074.0333 321.7017 0007259 093.7091 330.4755 12.48905059869111,1978-005E,10587,7847.21500000000015,115.299999999999997,1474.77600000000007,1463.38300000000004
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,39265,CASSIOPE,PAYLOAD,U,13055A,2019-02-21T20:56:52Z,384992,14.26920155,0.0669975000000000015,80.9672999999999945,96.8692999999999955,267.95089999999999,84.4873000000000047,0,999,27906,7.8979000000000004e-05,2.72400000000000001e-05,0,2414564,0 CASSIOPE,1 39265U 13055A   19052.87282853 +.00002724 +00000-0 +78979-4 0  9998,2 39265 080.9673 096.8693 0669975 267.9509 084.4873 14.26920155279064,2013-055A,39265,7180.18099999999959,100.915999999999997,1283.09999999999991,320.990999999999985
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,36831,RASCOM QAF 1R,PAYLOAD,U,10037B,2019-02-21T20:56:58Z,534944,1.00270941999999996,0.000540200000000000012,0.00959999999999999916,119.656899999999993,209.164700000000011,139.775399999999991,0,999,3150,0,-4.99999999999999977e-08,0,2414564,0 RASCOM QAF 1R,1 36831U 10037B   19052.87289971 -.00000005 +00000-0 +00000-0 0  9996,2 36831 000.0096 119.6569 0005402 209.1647 139.7754 01.00270942031505,2010-037B,36831,42164.9680000000008,1436.10799999999995,35809.6100000000006,35764.0550000000003
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,6126,LANDSAT 1 (ERTS 1),PAYLOAD,U,72058A,2019-02-21T20:57:01Z,628064,13.9753651199999993,0.00077470000000000002,99.1530999999999949,10.9887999999999995,347.759900000000016,12.3374000000000006,0,999,37466,0.000170380000000000005,1.94999999999999996e-06,0,2414564,0 LANDSAT 1 (ERTS 1),1  6126U 72058A   19052.87293551 +.00000195 +00000-0 +17038-3 0  9991,2  6126 099.1531 010.9888 0007747 347.7599 012.3374 13.97536512374666,1972-058A,6126,7280.47500000000036,103.037999999999997,907.980000000000018,896.700000000000045
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,18334,COSMOS 1875,PAYLOAD,U,87074A,2019-02-21T20:57:01Z,404288,12.6626312100000007,0.00144669999999999998,82.570999999999998,178.025200000000012,90.2079999999999984,26.398299999999999,0,999,45384,1.46610000000000007e-05,1.4000000000000001e-07,0,2414564,0 COSMOS 1875,1 18334U 87074A   19052.87293292 +.00000014 +00000-0 +14661-4 0  9991,2 18334 082.5710 178.0252 0014467 090.2080 026.3983 12.66263121453845,1987-074A,18334,7775.33600000000024,113.719999999999999,1408.45000000000005,1385.95299999999997
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,18361,OSCAR 27,PAYLOAD,U,87080A,2019-02-21T20:57:09Z,365184,13.4446865500000001,0.0105599000000000005,90.3246000000000038,355.487300000000005,140.439600000000013,220.451899999999995,0,999,54176,6.43180000000000032e-05,4.79999999999999957e-07,0,2414164,0 OSCAR 27,1 18361U 87080A   19052.87302506  .00000048  00000-0  64318-4 0  9998,2 18361  90.3246 355.4873 0105599 140.4396 220.4519 13.44468655541768,1987-080A,18361,7470.8159999999998,107.105000000000004,1171.57199999999989,1013.78999999999996
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,40087,ORBCOMM FM 107,PAYLOAD,U,14040B,2019-02-21T20:57:09Z,677088,14.5476880699999995,0.000287199999999999988,47.0065000000000026,68.3191000000000059,225.175000000000011,134.89009999999999,0,999,24505,1.17190000000000008e-05,-1.15e-06,0,2414564,0 ORBCOMM FM 107,1 40087U 14040B   19052.87302867 -.00000115 +00000-0 +11719-4 0  9997,2 40087 047.0065 068.3191 0002872 225.1750 134.8901 14.54768807245054,2014-040B,40087,7088.25200000000041,98.9839999999999947,712.15300000000002,708.081000000000017
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,6350,COSMOS 546,PAYLOAD,U,73005A,2019-02-21T20:57:11Z,52576,15.2029865399999995,0.00144389999999999991,50.6460000000000008,191.003700000000009,49.5615999999999985,310.660399999999981,0,999,53591,-9.6935999999999994e-07,-3.52000000000000018e-06,0,2414564,0 COSMOS 546,1  6350U 73005A   19052.87304459 -.00000352 +00000-0 -96936-6 0  9997,2  6350 050.6460 191.0037 0014439 049.5616 310.6604 15.20298654535915,1973-005A,6350,6883.07600000000002,94.7180000000000035,514.879000000000019,495.00200000000001
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,26071,HISPASAT 1C,PAYLOAD,U,00007A,2019-02-21T20:57:13Z,610880,0.992050690000000013,0.000639299999999999981,1.90660000000000007,87.7064000000000021,216.330999999999989,165.500799999999998,0,999,2078,0,-1.61999999999999995e-06,0,2414564,0 HISPASAT 1C,1 26071U 00007A   19052.87307420 -.00000162 +00000-0 +00000-0 0  9991,2 26071 001.9066 087.7064 0006393 216.3310 165.5008 00.99205069020781,2000-007A,26071,42466.4470000000001,1451.53800000000001,36115.461000000003,36061.1630000000005
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,36868,AEHF 1 (USA 214),PAYLOAD,U,10039A,2019-02-21T20:57:13Z,610880,1.00272362999999998,0.000381199999999999996,1.63579999999999992,109.073999999999998,227.620200000000011,133.041300000000007,0,999,2686,0,4.00000000000000008e-08,0,2414564,0 AEHF 1 (USA 214),1 36868U 10039A   19052.87307420 +.00000004 +00000-0 +00000-0 0  9996,2 36868 001.6358 109.0740 0003812 227.6202 133.0413 01.00272363026863,2010-039A,36868,42164.5690000000031,1436.08799999999997,35802.5080000000016,35770.3609999999971
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,32299,ASTRA 4A (SIRIUS 4),PAYLOAD,U,07057A,2019-02-21T20:57:28Z,684224,1.00271837999999991,0.000295999999999999985,0.0217000000000000005,88.9279999999999973,244.051500000000004,137.647699999999986,0,999,2489,0,9.99999999999999955e-08,0,2414564,0 ASTRA 4A (SIRIUS 4),1 32299U 07057A   19052.87324866 +.00000010 +00000-0 +00000-0 0  9996,2 32299 000.0217 088.9280 0002960 244.0515 137.6477 01.00271838024898,2007-057A,32299,42164.7169999999969,1436.096,35799.0619999999981,35774.1010000000024
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,26638,ASTRA 2D,PAYLOAD,U,00081A,2019-02-21T20:57:36Z,220896,1.002745,0.000202100000000000006,4.83859999999999957,67.1751000000000005,258.637099999999975,145.275900000000007,0,999,2611,0,9.99999999999999955e-08,0,2414564,0 ASTRA 2D,1 26638U 00081A   19052.87333589 +.00000010 +00000-0 +00000-0 0  9998,2 26638 004.8386 067.1751 0002021 258.6371 145.2759 01.00274500026112,2000-081A,26638,42163.9700000000012,1436.05799999999999,35794.3570000000036,35777.3139999999985
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,38652,SES 5,PAYLOAD,U,12036A,2019-02-21T20:57:36Z,220896,1.00270784000000002,0.000221799999999999997,0.0208999999999999984,127.616799999999998,209.685699999999997,133.534600000000012,0,999,1771,0,1.10000000000000006e-07,0,2414564,0 SES 5,1 38652U 12036A   19052.87333589 +.00000011 +00000-0 +00000-0 0  9991,2 38652 000.0209 127.6168 0002218 209.6857 133.5346 01.00270784017718,2012-036A,38652,42165.0120000000024,1436.1110000000001,35796.2289999999994,35777.5250000000015
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,32258,WGS F1 (USA 195),PAYLOAD,U,07046A,2019-02-21T20:57:51Z,296832,1.00271474000000005,4.64999999999999986e-05,0.00889999999999999993,117.628,247.330099999999987,106.951599999999999,0,999,2558,0,1.79999999999999997e-07,0,2414564,0 WGS F1 (USA 195),1 32258U 07046A   19052.87351038 +.00000018 +00000-0 +00000-0 0  9998,2 32258 000.0089 117.6280 0000465 247.3301 106.9516 01.00271474025583,2007-046A,32258,42164.8190000000031,1436.10100000000011,35788.6440000000002,35784.7229999999981
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,7218,OPS 8579 (DMSP 5B F5),PAYLOAD,U,74015A,2019-02-21T20:57:56Z,22048,14.3063907300000004,0.00577080000000000041,99.0331000000000046,3.46369999999999978,142.339499999999987,218.184799999999996,0,999,33872,2.1857000000000001e-05,1.10000000000000006e-07,0,2414564,0 OPS 8579 (DMSP 5B F5),1  7218U 74015A   19052.87356507 +.00000011 +00000-0 +21857-4 0  9992,2  7218 099.0331 003.4637 0057708 142.3395 218.1848 14.30639073338723,1974-015A,7218,7167.73199999999997,100.653999999999996,830.961000000000013,748.232999999999947
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,28187,EUTE 7A (EUTE W3A),PAYLOAD,U,04008A,2019-02-21T20:58:06Z,370176,1.00272190999999999,0.000336399999999999991,0.0675000000000000044,1.79340000000000011,325.234399999999994,145.943600000000004,0,999,5456,0,2.49999999999999989e-07,0,2414564,0 EUTE 7A (EUTE W3A),1 28187U 04008A   19052.87368484 +.00000025 +00000-0 +00000-0 0  9990,2 28187 000.0675 001.7934 0003364 325.2344 145.9436 01.00272191054564,2004-008A,28187,42164.6180000000022,1436.09099999999989,35800.6670000000013,35772.2980000000025
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,39163,EUTE 7B (EUTE 3D),PAYLOAD,U,13022A,2019-02-21T20:58:06Z,370176,1.00272217999999991,0.000594299999999999972,0.0476000000000000034,2.61390000000000011,347.685099999999977,122.675600000000003,0,999,2119,0,2.49999999999999989e-07,0,2414564,0 EUTE 7B (EUTE 3D),1 39163U 13022A   19052.87368484 +.00000025 +00000-0 +00000-0 0  9992,2 39163 000.0476 002.6139 0005943 347.6851 122.6756 01.00272218021192,2013-022A,39163,42164.6100000000006,1436.08999999999992,35811.5339999999997,35761.4170000000013
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,25495,EUTE 25A (HB 5),PAYLOAD,U,98057A,2019-02-21T20:58:28Z,982784,0.984581310000000043,0.00131090000000000004,4.68449999999999989,69.427899999999994,319.220100000000002,85.6557999999999993,0,999,7415,0,-1.76999999999999999e-06,0,2414564,0 EUTE 25A (HB 5),1 25495U 98057A   19052.87394656 -.00000177 +00000-0 +00000-0 0  9995,2 25495 004.6845 069.4279 0013109 319.2201 085.6558 00.98458131074156,1998-057A,25495,42680.9530000000013,1462.54999999999995,36358.7690000000002,36246.8680000000022
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,30775,STPSAT 1,PAYLOAD,U,07006D,2019-02-21T20:58:29Z,797536,15.2672474600000001,0.000261600000000000016,35.429000000000002,229.866800000000012,48.5810000000000031,311.513800000000003,0,999,66152,5.45480000000000002e-05,1.416e-05,0,2414564,0 STPSAT 1,1 30775U 07006D   19052.87395599 +.00001416 +00000-0 +54548-4 0  9999,2 30775 035.4290 229.8668 0002616 048.5810 311.5138 15.26724746661525,2007-006D,30775,6863.74799999999959,94.3190000000000026,487.408000000000015,483.817000000000007
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,37258,EUTE KA SAT 9A (KA SAT),PAYLOAD,U,10069A,2019-02-21T20:58:44Z,56128,1.00273353999999992,0.000391300000000000025,0.0281999999999999994,72.1444999999999936,292.665999999999997,110.365499999999997,0,999,1724,0,3.90000000000000025e-07,0,2414564,0 EUTE KA SAT 9A (KA SAT),1 37258U 10069A   19052.87412102 +.00000039 +00000-0 +00000-0 0  9995,2 37258 000.0282 072.1445 0003913 292.6660 110.3655 01.00273354017249,2010-069A,37258,42164.2920000000013,1436.07400000000007,35802.6560000000027,35769.6580000000031
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,43780,MOVE-II,PAYLOAD,U,18099Y,2019-02-21T20:58:46Z,490880,14.9492369400000005,0.0013491,97.7562000000000069,126.181399999999996,8.21209999999999951,351.93180000000001,0,999,1195,7.9969999999999995e-05,8.1599999999999998e-06,0,2414564,0 MOVE-II,1 43780U 18099Y   19052.87414920 +.00000816 +00000-0 +79970-4 0  9992,2 43780 097.7562 126.1814 0013491 008.2121 351.9318 14.94923694011952,2018-099Y,43780,6960.74600000000009,96.3250000000000028,592.001999999999953,573.220000000000027
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,42865,FLOCK 2K 40,PAYLOAD,U,17042AS,2019-02-21T20:58:58Z,664640,15.3830663399999992,0.000845399999999999949,96.9561000000000064,301.714999999999975,294.121699999999976,65.9145000000000039,0,999,9000,0.000122449999999999995,4.5510000000000003e-05,0,2414564,0 FLOCK 2K 40,1 42865U 17042AS  19052.87429010 +.00004551 +00000-0 +12245-3 0  9999,2 42865 096.9561 301.7150 0008454 294.1217 065.9145 15.38306634090005,2017-042AS,42865,6829.2529999999997,93.6089999999999947,456.89100000000002,445.345000000000027
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,34710,EUTE 10A (EUTE W2A),PAYLOAD,U,09016A,2019-02-21T20:58:59Z,130336,1.00270422000000003,0.000524000000000000052,0.067000000000000004,359.711999999999989,334.925799999999981,141.571499999999986,0,999,1446,0,4.4999999999999998e-07,0,2414564,0 EUTE 10A (EUTE W2A),1 34710U 09016A   19052.87429549 +.00000045 +00000-0 +00000-0 0  9995,2 34710 000.0670 359.7120 0005240 334.9258 141.5715 01.00270422014469,2009-016A,34710,42165.1140000000014,1436.11599999999999,35809.0729999999967,35764.8839999999982
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,41184,ORBCOMM FM 112,PAYLOAD,U,15081F,2019-02-21T20:59:26Z,340288,14.5476316699999995,0.000196899999999999988,46.9981000000000009,247.443099999999987,301.280899999999974,58.7882000000000033,0,999,16959,1.03360000000000007e-05,-1.21000000000000006e-06,0,2414564,0 ORBCOMM FM 112,1 41184U 15081F   19052.87461042 -.00000121 +00000-0 +10336-4 0  9994,2 41184 046.9981 247.4431 0001969 301.2809 058.7882 14.54763167169592,2015-081F,41184,7088.27000000000044,98.9849999999999994,711.530999999999949,708.740000000000009
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,3287,OPS 9344 (IDSCS 23),PAYLOAD,U,68050D,2019-02-21T20:59:51Z,891360,1.0763983800000001,0.00217920000000000006,2.02490000000000014,54.4313999999999965,85.6239000000000061,338.839999999999975,0,999,19850,0,-8.70000000000000035e-07,0,2414564,0 OPS 9344 (IDSCS 23),1  3287U 68050D   19052.87490615 -.00000087 +00000-0 +00000-0 0  9992,2  3287 002.0249 054.4314 0021792 085.6239 338.8400 01.07639838198508,1968-050D,3287,40217.9389999999985,1337.7940000000001,33927.4470000000001,33752.1610000000001
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,28946,EUTE 9A (HB 7A),PAYLOAD,U,06007B,2019-02-21T20:59:51Z,891360,1.00272732999999992,0.000257599999999999973,0.0441000000000000003,206.56819999999999,116.125200000000007,156.71629999999999,0,999,4751,0,6.40000000000000013e-07,0,2414564,0 EUTE 9A (HB 7A),1 28946U 06007B   19052.87490615 +.00000064 +00000-0 +00000-0 0  9999,2 28946 000.0441 206.5682 0002576 116.1252 156.7163 01.00272733047518,2006-007B,28946,42164.4660000000003,1436.08300000000008,35797.1920000000027,35775.4689999999973
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,33459,EUTE HOT BIRD 13C (HB 9),PAYLOAD,U,08065A,2019-02-21T20:59:51Z,891360,1.00271563999999991,0.000362899999999999985,0.0459999999999999992,26.3962000000000003,346.182200000000023,106.827500000000001,0,999,2055,0,6.40000000000000013e-07,0,2414564,0 EUTE HOT BIRD 13C (HB 9),1 33459U 08065A   19052.87490615 +.00000064 +00000-0 +00000-0 0  9990,2 33459 000.0460 026.3962 0003629 346.1822 106.8275 01.00271564020557,2008-065A,33459,42164.7929999999978,1436.09999999999991,35801.9599999999991,35771.3570000000036
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,21302,COSMOS 2146,PAYLOAD,U,91033D,2019-02-21T20:59:54Z,530880,12.6448356799999999,0.0015146999999999999,82.5754000000000019,207.078000000000003,350.275699999999972,9.80400000000000027,0,999,28164,-4.52289999999999967e-05,2.00000000000000004e-08,0,2414564,0 COSMOS 2146,1 21302U 91033D   19052.87493670 +.00000002 +00000-0 -45229-4 0  9994,2 21302 082.5754 207.0780 0015147 350.2757 009.8040 12.64483568281641,1991-033D,21302,7782.62899999999991,113.879999999999995,1416.2829999999999,1392.7059999999999
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,37237,HYLAS 1,PAYLOAD,U,10065A,2019-02-21T21:00:06Z,965568,1.00274097000000006,0.000231599999999999992,0.110799999999999996,288.041899999999998,48.0859999999999985,144.165899999999993,0,999,3019,0,6.89999999999999958e-07,0,2414564,0 HYLAS 1,1 37237U 10065A   19052.87508062 +.00000069 +00000-0 +00000-0 0  9992,2 37237 000.1108 288.0419 0002316 048.0860 144.1659 01.00274097030197,2010-065A,37237,42164.0829999999987,1436.0630000000001,35795.7139999999999,35776.1829999999973
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,5,VANGUARD 1,PAYLOAD,U,58002B,2019-02-21T21:00:35Z,93088,10.8478002900000003,0.184604600000000008,34.2496000000000009,271.585399999999993,345.444299999999998,9.92070000000000007,0,999,15305,-0.000112419999999999998,-9.1999999999999998e-07,0,2414168,0 VANGUARD 1,1     5U 58002B   19052.87540617 -.00000092  00000-0 -11242-3 0  9991,2     5  34.2496 271.5854 1846046 345.4443   9.9207 10.84780029153053,1958-002B,5,8620.00200000000041,132.745000000000005,3833.15900000000011,650.575000000000045
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,25004,ECHOSTAR 3,PAYLOAD,U,97059A,2019-02-21T21:01:07Z,263264,0.988743730000000043,0.00136910000000000005,3.42649999999999988,74.1976999999999975,273.678699999999992,136.426700000000011,0,999,7818,0,-1.17000000000000002e-06,0,2414564,0 ECHOSTAR 3,1 25004U 97059A   19052.87577851 -.00000117 +00000-0 +00000-0 0  9996,2 25004 003.4265 074.1977 0013691 273.6787 136.4267 00.98874373078180,1997-059A,25004,42561.0829999999987,1456.39300000000003,36241.2189999999973,36124.6779999999999
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,5557,OPS 4311 (DMSP 5B F1),PAYLOAD,U,71087A,2019-02-21T21:01:50Z,309472,14.2711500400000002,0.00522759999999999978,99.0785000000000053,8.02020000000000088,52.6330999999999989,307.95920000000001,0,999,45943,2.43450000000000015e-05,1.29999999999999999e-07,0,2414183,0 OPS 4311 (DMSP 5B F1),1  5557U 71087A   19052.87627673  .00000013  00000-0  24345-4 0  9994,2  5557  99.0785   8.0202 0052276  52.6331 307.9592 14.27115004459431,1971-087A,5557,7179.52700000000004,100.902000000000001,838.923999999999978,763.860000000000014
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,26724,XM-2,PAYLOAD,U,01012A,2019-02-21T21:02:00Z,24288,0.990833610000000031,0.000408800000000000016,3.4291999999999998,77.008499999999998,314.880400000000009,95.6551999999999936,0,999,1576,0,-7.70000000000000039e-07,0,2414564,0 XM-2,1 26724U 01012A   19052.87638917 -.00000077 +00000-0 +00000-0 0  9996,2 26724 003.4292 077.0085 0004088 314.8804 095.6552 00.99083361015768,2001-012A,26724,42501.2149999999965,1453.32099999999991,36140.4550000000017,36105.7059999999983
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,43468,IRAZU,PAYLOAD,U,98067NR,2019-02-21T21:02:23Z,506080,15.6329528100000008,3.83999999999999983e-05,51.6375000000000028,204.163900000000012,330.684199999999976,29.4131,0,999,14464,0.000284709999999999976,0.000262110000000000023,0,2414564,0 IRAZU,1 43468U 98067NR  19052.87666095 +.00026211 +00000-0 +28471-3 0  9996,2 43468 051.6375 204.1639 0000384 330.6842 029.4131 15.63295281144641,1998-067NR,43468,6756.28200000000015,92.1129999999999995,378.406999999999982,377.887999999999977
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,42863,FLOCK 2K 08,PAYLOAD,U,17042AQ,2019-02-21T21:02:28Z,663296,15.3830183199999997,0.000843299999999999952,96.955600000000004,301.677399999999977,294.470799999999997,65.5657999999999959,0,999,9000,0.000115920000000000001,4.30299999999999997e-05,0,2414564,0 FLOCK 2K 08,1 42863U 17042AQ  19052.87672064 +.00004303 +00000-0 +11592-3 0  9995,2 42863 096.9556 301.6774 0008433 294.4708 065.5658 15.38301832090003,2017-042AQ,42863,6829.26699999999983,93.6089999999999947,456.89100000000002,445.37299999999999
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,42874,FLOCK 2K 43,PAYLOAD,U,17042BB,2019-02-21T21:02:39Z,296544,15.3543442399999996,0.00109050000000000011,96.955600000000004,300.26339999999999,287.547799999999995,72.457499999999996,0,999,8990,4.85170000000000032e-05,1.59900000000000011e-05,0,2414564,0 FLOCK 2K 43,1 42874U 17042BB  19052.87684371 +.00001599 +00000-0 +48517-4 0  9993,2 42874 096.9556 300.2634 0010905 287.5478 072.4575 15.35434424089902,2017-042BB,42874,6837.76699999999983,93.784000000000006,467.088999999999999,452.175000000000011
1,GENERATED VIA SPACETRACK.ORG API,JSPOC,25875,GLOBALSTAR M028,PAYLOAD,U,99041D,2019-02-21T21:02:50Z,855136,12.5049367599999997,0.00643759999999999992,51.9600000000000009,232.356300000000005,101.506200000000007,259.303600000000017,0,999,90149,-2.84180000000000013e-05,-1.0499999999999999e-06,0,2414564,0 GLOBALSTAR M028,1 25875U 99041D   19052.87697749 -.00000105 +00000-0 -28418-4 0  9999,2 25875 051.9600 232.3563 0064376 101.5062 259.3036 12.50493676901499,1999-041D,25875,7840.56700000000001,115.153999999999996,1512.90699999999993,1411.95800000000008
